example_id,sampling_stratum,customer_text_raw,customer_text_clean,brand_reply_text_raw,brand_reply_text_clean,true_intent,intent_ambiguous,true_escalate,true_escalation_rule,reply_acceptability_notes,labeller_notes
2805356,keyword_bucket:POLICY_QUESTION,@delta DL475 flight attendant removed my carryon from my overhead bin. #comfortplus #platinummedallion None of 4 in my travel party was allowed to use overhead at all. #deltafail,DL475 flight attendant removed my carryon from my overhead bin. #comfortplus #platinummedallion None of 4 in my travel party was allowed to use overhead at all. #deltafail,"@782447 Hi, Bill. I regret learning  about the frustration with your Carry On bag. Is there anything I can do for you?  *AST","Hi, Bill. I regret learning about the frustration with your Carry On bag. Is there anything I can do for you? *AST",BAGGAGE_PROBLEM,FALSE,FALSE,none_auto_handle,"should reference filing/checking a claim, not just apologize",
269900,keyword_bucket:FLIGHT_DISRUPTION,"@Delta Your website will not allow me to cancel my flight.  I called &amp; was in hold for an hour, only to have representative drop my call.","Your website will not allow me to cancel my flight. I called &amp; was in hold for an hour, only to have representative drop my call.","@180376 Oh no, I do apologize for the dropped call, please forward your confirmation #. *AMS","Oh no, I do apologize for the dropped call, please forward your confirmation #. *AMS",BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
563558,keyword_bucket:FLIGHT_DISRUPTION,"@Delta I was trying to change my flight which was on December, 19th but I accidentally canceled the flight because my computer froze at the moment. I just want to know if I would be able to get my flight back.","I was trying to change my flight which was on December, 19th but I accidentally canceled the flight because my computer froze at the moment. I just want to know if I would be able to get my flight back.",@251964 I am sorry to hear that. Pls follow/DM your confirmation or ticket number to take a look. *AFM https://t.co/6iDGBJAc2m,I am sorry to hear that. Pls follow/DM your confirmation or ticket number to take a look. *AFM,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
550075,keyword_bucket:BOOKING_CHANGE,@Delta 2 hours to receive a call back or be on hold for two hours to change my flight tomorrow ? Wow that’s horrible customer service. Unacceptable.,2 hours to receive a call back or be on hold for two hours to change my flight tomorrow ? Wow that’s horrible customer service. Unacceptable.,"@248118 ...impacting our operations globally. However, I will be happy to review your reservation. Please share your conf # via DM for review.  *AJZ 2/2 https://t.co/6iDGBJAc2m","...impacting our operations globally. However, I will be happy to review your reservation. Please share your conf # via DM for review. *AJZ 2/2",BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
200544,keyword_bucket:BOOKING_CHANGE,@824 I’m curious how you can just change someone’s seat!  I had an aisle on connect flight. Land. Now in a middle seat. Not cool!!,I’m curious how you can just change someone’s seat! I had an aisle on connect flight. Land. Now in a middle seat. Not cool!!,@163321 @824 Hi Danny. Which flight are you having a problem with? *ALS,Hi Danny. Which flight are you having a problem with? *ALS,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
965884,keyword_bucket:BOOKING_CHANGE,@Delta cannot add known traveler number to existing reservation. Have tried multiple times. It will not save. Please advise/,cannot add known traveler number to existing reservation. Have tried multiple times. It will not save. Please advise/,@349220 Hello Ryan. Please follow/DM your confirmation  number and your KTN to this link. *ACJ https://t.co/6iDGBJAc2m,Hello Ryan. Please follow/DM your confirmation number and your KTN to this link. *ACJ,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
508937,keyword_bucket:BOOKING_CHANGE,@Delta Good Afternoon! Any chance of moving to an aisle seat on 1597 tonight? I torqued my knee and would prefer to be able to stretch it out a bit if possible.,Good Afternoon! Any chance of moving to an aisle seat on 1597 tonight? I torqued my knee and would prefer to be able to stretch it out a bit if possible.,"@207673 Unfortunately, the airport has control and we're unable to have any opened up. I've documented the reservation to assist w/ an aisle. Please speak with an agent at the Sky Club or at the gate for further assistance.  *HEC","Unfortunately, the airport has control and we're unable to have any opened up. I've documented the reservation to assist w/ an aisle. Please speak with an agent at the Sky Club or at the gate for further assistance. *HEC",BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
249286,keyword_bucket:BOOKING_CHANGE,1st on the @Delta UPG list (3 avail) and didn’t clear. Guy in 1C just claimed a C+ seat. W&amp;B meant a pax had to walk to the back,1st on the UPG list (3 avail) and didn’t clear. Guy in 1C just claimed a C+ seat. W&amp;B meant a pax had to walk to the back,"@175225 Hi, Joe. Pls let me know if I can be of any assistance. *AAB","Hi, Joe. Pls let me know if I can be of any assistance. *AAB",BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
949437,keyword_bucket:BOOKING_CHANGE,Hey @Delta how do I️ NOT get the middle seat every time I️ buy your “assign my seat at the gate” ticket? I️ know I️ am cheap 😣,Hey how do I️ NOT get the middle seat every time I️ buy your “assign my seat at the gate” ticket? I️ know I️ am cheap 😣,"@345172 Seats are subject to availability. Once you've booked your reservation, that would be the best time to select from available seats. If you book close to departure date, that may limit your seat choices. *TMT","Seats are subject to availability. Once you've booked your reservation, that would be the best time to select from available seats. If you book close to departure date, that may limit your seat choices. *TMT",BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
2157846,keyword_bucket:BOOKING_CHANGE,@Delta Ive been trying to change a reservation for the past hour. Tried website but wont load payment page. Tried APP but keeps saying it can't process. Called and 2hour wait!! WTH?,Ive been trying to change a reservation for the past hour. Tried website but wont load payment page. Tried APP but keeps saying it can't process. Called and 2hour wait!! WTH?,@633861 Please DM your confirmation number so I can assist. *TSB https://t.co/6iDGBJAc2m,Please DM your confirmation number so I can assist. *TSB,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
2541909,keyword_bucket:BOOKING_CHANGE,@Delta why is the seat I pick changed with no heads up? 2nd time in 3 flights this has happened. Unacceptable.,why is the seat I pick changed with no heads up? 2nd time in 3 flights this has happened. Unacceptable.,@221368 Hi Ralph my apology for the seat change. Unfortunately I'm not showing the reason of the seat change.                                                                                                                                                  *TDH,Hi Ralph my apology for the seat change. Unfortunately I'm not showing the reason of the seat change. *TDH,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
2742133,keyword_bucket:POLICY_QUESTION,"@Delta Hello, I just noticed my name is spelled incorrectly on a plane ticket, who can I speak to in order to correct this? Thanks!","Hello, I just noticed my name is spelled incorrectly on a plane ticket, who can I speak to in order to correct this? Thanks!",@768123 Hi Jackie! I'll be happy to assist you. Please private message me your confirmation number.  *AJR https://t.co/6iDGBJAc2m,Hi Jackie! I'll be happy to assist you. Please private message me your confirmation number. *AJR,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
2951627,keyword_bucket:POLICY_QUESTION,"Lesson learned - booking through 3rd party @140508 is a risk not worth it. Happy to charge for flight, unhelpful if plans change, standing behind policy and forcing me to awful @Delta . Back to @AlaskaAir direct booking from now on.","Lesson learned - booking through 3rd party is a risk not worth it. Happy to charge for flight, unhelpful if plans change, standing behind policy and forcing me to awful . Back to direct booking from now on.",@815042 Hello Brendon! My sincere apologies for your inconvenience.  I'll be happy to look at your reservation in regards to your inquiry for a change. Is your ticket for international or domestic travel? Please follow and DM your Delta confirmation number.   *HAN,Hello Brendon! My sincere apologies for your inconvenience. I'll be happy to look at your reservation in regards to your inquiry for a change. Is your ticket for international or domestic travel? Please follow and DM your Delta confirmation number. *HAN,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
1182600,keyword_bucket:POLICY_QUESTION,@Delta Can I change the date of a non- refundable flight and if so ... Where can I find out how it would cost?,Can I change the date of a non- refundable flight and if so ... Where can I find out how it would cost?,@398106 Thanks for reaching out to us. Please DM me your confirmation number and I'll look into your ticket for you. *AMC,Thanks for reaching out to us. Please DM me your confirmation number and I'll look into your ticket for you. *AMC,BOOKING_CHANGE,FALSE,FALSE,none_auto_handle,must clarify fare-class rules if relevant (e.g. Basic Economy restrictions,
492523,risk_signal,"@Delta how is it I am at the gate and cannot get on my flight but I can watch my bag get loaded onto the plane? Thanks, I am now going to miss my daughter’s first Christmas Party. Best Service 👎🏽","how is it I am at the gate and cannot get on my flight but I can watch my bag get loaded onto the plane? Thanks, I am now going to miss my daughter’s first Christmas Party. Best Service 👎🏽","@232402 Hi, Himesh. Please DM your confirmation number. I'd be glad to look into this for you.  *TJH","Hi, Himesh. Please DM your confirmation number. I'd be glad to look into this for you. *TJH",FLIGHT_DISRUPTION,FALSE,TRUE,hard_risk_keyword,"should state a concrete reason/status, not a generic apology",
2811308,risk_signal,@Delta dropped ball my disabled 73 yr old Dad had his flight canceled &amp; delayed 4X Oma to Cak no wheelchair or food for 22hrs #brokenpromise,dropped ball my disabled 73 yr old Dad had his flight canceled &amp; delayed 4X Oma to Cak no wheelchair or food for 22hrs #brokenpromise,"@783963 Oh no! Dr. Whatley, I would like to offer our sincerest apology for his experience. Please know that it is never our goal to disappoint or dissatisfy our customers.  Please follow/DM your grandfather's ticket number, please. Thanks.  *HCK","Oh no! Dr. Whatley, I would like to offer our sincerest apology for his experience. Please know that it is never our goal to disappoint or dissatisfy our customers. Please follow/DM your grandfather's ticket number, please. Thanks. *HCK",FLIGHT_DISRUPTION,TRUE,TRUE,hard_risk_keyword,"should state a concrete reason/status, not a generic apology",
2258149,risk_signal,@Delta maybe don't book and take money for change fees and unaccompanied minor fees if you aren't going to let them on the plane....,maybe don't book and take money for change fees and unaccompanied minor fees if you aren't going to let them on the plane....,@657606 Oh no! I'm so sorry to hear that your trip isn't going as planned. Please DM me your confirmation number. *AMC,Oh no! I'm so sorry to hear that your trip isn't going as planned. Please DM me your confirmation number. *AMC,FLIGHT_DISRUPTION,TRUE,TRUE,ambiguous_classification,"should state a concrete reason/status, not a generic apology",
86481,risk_signal,Hi @Delta. My daughter and I are traveling from Newark to Kansas City through Detroit. We’re stuck on the ground in Newark and I’m afraid we’ll miss our connection in Detroit. Help!,Hi . My daughter and I are traveling from Newark to Kansas City through Detroit. We’re stuck on the ground in Newark and I’m afraid we’ll miss our connection in Detroit. Help!,"@134892 Oh, no. Sorry to hear of the travel interruptions. I will be happy to review your reservation. Please share your confirmation number via DM for further review.  *AJZ https://t.co/6iDGBJAc2m","Oh, no. Sorry to hear of the travel interruptions. I will be happy to review your reservation. Please share your confirmation number via DM for further review. *AJZ",FLIGHT_DISRUPTION,FALSE,TRUE,hard_risk_keyword,"should state a concrete reason/status, not a generic apology",
2887806,risk_signal,@Delta How can we arrive early and still miss our flight? My daughter needs to be home today🤦🏾‍♀️#fwa #deltahelp,How can we arrive early and still miss our flight? My daughter needs to be home today🤦🏾‍♀️#fwa #deltahelp,"@800782 Hi, can you please DM me your daughter's confirmation number? I will be happy to assist you. *TMC https://t.co/6iDGBJAc2m","Hi, can you please DM me your daughter's confirmation number? I will be happy to assist you. *TMC",FLIGHT_DISRUPTION,FALSE,TRUE,weak_grounding,"should state a concrete reason/status, not a generic apology",
680088,keyword_bucket:FLIGHT_DISRUPTION,"@Delta I️t is best to inform your customers the reason why you have a flight delayed and why the delayed flight is still not underway, at said time. We “the customer is the reason you’re in business. SFO. #corpgotittwisted","I️t is best to inform your customers the reason why you have a flight delayed and why the delayed flight is still not underway, at said time. We “the customer is the reason you’re in business. SFO. #corpgotittwisted",@144555 We can understand how frustrating delays can be. Please DM us your confirmation for assistance with rebooking.  *ALA,We can understand how frustrating delays can be. Please DM us your confirmation for assistance with rebooking. *ALA,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1341999,keyword_bucket:FLIGHT_DISRUPTION,@Delta any updates on DL9859? All good and on time? (This is the reschedule of cancelled DL50),any updates on DL9859? All good and on time? (This is the reschedule of cancelled DL50),@432995 DL9859 is scheduled to depart SLC at 1:30 pm. *ALS,DL9859 is scheduled to depart SLC at 1:30 pm. *ALS,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1197794,keyword_bucket:FLIGHT_DISRUPTION,Have always been a loyal @Delta customer but this is my third flight this week that has been significantly delayed 😿😿😿,Have always been a loyal customer but this is my third flight this week that has been significantly delayed 😿😿😿,"@401436 Delays are never a part of our plan, and we regret the frustration we've caused you.  *AFC","Delays are never a part of our plan, and we regret the frustration we've caused you. *AFC",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1130628,keyword_bucket:FLIGHT_DISRUPTION,Really hoping my @Delta flight from ALB ➡️ ATL tonight isn’t delayed cause of the wind. #wishfulthinking,Really hoping my flight from ALB ➡️ ATL tonight isn’t delayed cause of the wind. #wishfulthinking,"@386452 Hi, Leah, I've got my fingers crossed for you!  *TRR","Hi, Leah, I've got my fingers crossed for you! *TRR",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
369321,keyword_bucket:FLIGHT_DISRUPTION,"Crazy travel day with @Delta flight delay &amp; made me miss connection.  Now maintenance issues, waiting over an 1hr on tarmac, might might it","Crazy travel day with flight delay &amp; made me miss connection. Now maintenance issues, waiting over an 1hr on tarmac, might might it",@203500 Hello Bryan! I'm sorry to hear you missed your connection. Please follow/DM your confirmation number for review.  *HKS... 1/2,Hello Bryan! I'm sorry to hear you missed your connection. Please follow/DM your confirmation number for review. *HKS... 1/2,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
642182,keyword_bucket:FLIGHT_DISRUPTION,"Hey @Delta, I’m physically on flt 745 now delayed to DTW connecting to flt 5903 to CMH. I️ts showing 19 min to get off this plane and make the next - any help in holding 5903 for 10 min? Pleeeaaaaase 🤞🤞🙏🙏","Hey , I’m physically on flt 745 now delayed to DTW connecting to flt 5903 to CMH. I️ts showing 19 min to get off this plane and make the next - any help in holding 5903 for 10 min? Pleeeaaaaase 🤞🤞🙏🙏","@272417 Hey there Dan, regretfully we cannot guarantee the plane will be held. Let me check on the flight status of 5903 for you *TBW","Hey there Dan, regretfully we cannot guarantee the plane will be held. Let me check on the flight status of 5903 for you *TBW",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2774764,keyword_bucket:FLIGHT_DISRUPTION,Literally every @Delta flight I fly is delayed atleast an hour 😔 anyone know a better airline to use? #sosad #delayed2hoursrn,Literally every flight I fly is delayed atleast an hour 😔 anyone know a better airline to use? #sosad #delayed2hoursrn,"@775462 Hey Catherine, it seems like we have let you down. I am sorry to hear about the delays you've been experiencing. We must do better. *AJY","Hey Catherine, it seems like we have let you down. I am sorry to hear about the delays you've been experiencing. We must do better. *AJY",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2105393,keyword_bucket:FLIGHT_DISRUPTION,Landed in ATL. Have a bone to pick with @Delta. Got bumped from my Nov 7 flight so am now a day late due to their flight being delayed (OAJ-ATL). Now they’re telling me im in a middle seat for my long haul (ATL-NRT) when I originally selected window seats back in June 20.,Landed in ATL. Have a bone to pick with . Got bumped from my Nov 7 flight so am now a day late due to their flight being delayed (OAJ-ATL). Now they’re telling me im in a middle seat for my long haul (ATL-NRT) when I originally selected window seats back in June 20.,"@621454 Morena, I'm so sorry for the inconvenience today! Can you pls follow/DM your confirm #? *HKM","Morena, I'm so sorry for the inconvenience today! Can you pls follow/DM your confirm #? *HKM",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1110886,keyword_bucket:FLIGHT_DISRUPTION,When your flight gets delayed AGAIN 🙂 am I even gonna make it to Richmond tonight??? @Delta,When your flight gets delayed AGAIN 🙂 am I even gonna make it to Richmond tonight???,"@382188 Sorry to hear about the delay, Cameron. Please DM your confirmation # so that we can look into this. *AJC","Sorry to hear about the delay, Cameron. Please DM your confirmation # so that we can look into this. *AJC",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1165806,keyword_bucket:FLIGHT_DISRUPTION,"@Delta delayed my flight, sent 3 emails with 3 different flight times and has an hour wait time for customer service 😩😩😩😩","delayed my flight, sent 3 emails with 3 different flight times and has an hour wait time for customer service 😩😩😩😩",@285518 I am sorry for these delays. Can you please DM your confirmation number to me? *TBW https://t.co/6iDGBJAc2m,I am sorry for these delays. Can you please DM your confirmation number to me? *TBW,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2582219,keyword_bucket:FLIGHT_DISRUPTION,"@824 5 hour delay for mechanical failure and rude employees smirking that my business trip to SEA is heavily impacted, really?","5 hour delay for mechanical failure and rude employees smirking that my business trip to SEA is heavily impacted, really?",@731823 I sincerely apologize for the delay and the rude behavior. Please DM your confirmation number so I review possible rebooking options. Thanks! *TJF,I sincerely apologize for the delay and the rude behavior. Please DM your confirmation number so I review possible rebooking options. Thanks! *TJF,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
280219,keyword_bucket:FLIGHT_DISRUPTION,"#annoyed @Delta flight delayed an hour because ""crew got in late"" notified at 11pm... I'm getting up at 3am, I'm asleep already! https://t.co/EAdkAz03sK","#annoyed flight delayed an hour because ""crew got in late"" notified at 11pm... I'm getting up at 3am, I'm asleep already!","@182785 Mitchel, I am sorry for your delay, as well as the late notification. Please let me know if you need any assistance. *TBW","Mitchel, I am sorry for your delay, as well as the late notification. Please let me know if you need any assistance. *TBW",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2855970,keyword_bucket:FLIGHT_DISRUPTION,@Delta my flight is delayed I need help,my flight is delayed I need help,"@793796 Hi, Sam, I'm sorry to hear that, I'm here to assist you, can you please  DM your confirmation code?  *TRR https://t.co/6iDGBJAc2m","Hi, Sam, I'm sorry to hear that, I'm here to assist you, can you please DM your confirmation code? *TRR",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2769929,keyword_bucket:FLIGHT_DISRUPTION,Thank you to the @Delta lounge team at #LGA terminal D for the quick action swapping my flight when original was delayed this morning!,Thank you to the lounge team at #LGA terminal D for the quick action swapping my flight when original was delayed this morning!,@579748 Thanks for flying Delta Chris!  *AJR,Thanks for flying Delta Chris! *AJR,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2081528,keyword_bucket:FLIGHT_DISRUPTION,Im living in fear of another @Delta notification saying my flight is further delayed. Going on 3 hours now! Thx @delta.,Im living in fear of another notification saying my flight is further delayed. Going on 3 hours now! Thx .,@615565 I'm sorry to hear that your trip isn't going as planned. Please DM me your confirmation number and I'll gladly look into it for you. *AMC,I'm sorry to hear that your trip isn't going as planned. Please DM me your confirmation number and I'll gladly look into it for you. *AMC,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1117773,keyword_bucket:FLIGHT_DISRUPTION,@Delta is absolute trash. Delayed flight. Connecting flight takes off as we are landing. Literally leave your customers with no options. 👍🏻,is absolute trash. Delayed flight. Connecting flight takes off as we are landing. Literally leave your customers with no options. 👍🏻,@383739 ...number. *AMV 2/2 https://t.co/6iDGBJAc2m,...number. *AMV 2/2,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1364016,keyword_bucket:FLIGHT_DISRUPTION,@Delta @824 delayed flight is screwing up my weekend! #mechanicalissue #thisSucks https://t.co/Km1d8swHLy,delayed flight is screwing up my weekend! #mechanicalissue #thisSucks,"@437604 @824 Hi Wade, we do apologize for the delays. *AMS","Hi Wade, we do apologize for the delays. *AMS",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
102261,keyword_bucket:FLIGHT_DISRUPTION,Amazing experience with Katherine E out of Phoenix on our delayed flight @Delta has themselves a rockstar! #grateful #customerservice #delta,Amazing experience with Katherine E out of Phoenix on our delayed flight has themselves a rockstar! #grateful #customerservice #delta,"@138433 Hi, Tony. We're happy to hear that! . We'll make sure to pass along your praises for Katherine. *TJH","Hi, Tony. We're happy to hear that! . We'll make sure to pass along your praises for Katherine. *TJH",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
885874,keyword_bucket:FLIGHT_DISRUPTION,@Delta First my flight is delayed over 2 hours. Now we get told the IFE screens are inop on DL1680 to SFO. What's the deal Delta?,First my flight is delayed over 2 hours. Now we get told the IFE screens are inop on DL1680 to SFO. What's the deal Delta?,"@330342 I'm sorry Paul, it appears that the problem is air traffic control. The flight is scheduled to depart shortly. *ALS","I'm sorry Paul, it appears that the problem is air traffic control. The flight is scheduled to depart shortly. *ALS",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2105430,keyword_bucket:FLIGHT_DISRUPTION,@Delta  flight delayed 3 hours now gonna miss connection flight. Had huge interview today!! Changed my life for the worse.,flight delayed 3 hours now gonna miss connection flight. Had huge interview today!! Changed my life for the worse.,"@621451 Hi, Roscoe. I'm very sorry for your flight delay. For assistance, please follow and direct message your confirmation number.  *AJL","Hi, Roscoe. I'm very sorry for your flight delay. For assistance, please follow and direct message your confirmation number. *AJL",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1743881,keyword_bucket:FLIGHT_DISRUPTION,"@Delta both of my round trip flights to/from Amsterdam in #DeltaOne were delayed (90 minutes outbound and 3.5 hours on return) and customer service gives me the standard 10,000 bonus miles?  I️ paid $10k for my round trip ticket and get same level of service as #basiceconomy","both of my round trip flights to/from Amsterdam in #DeltaOne were delayed (90 minutes outbound and 3.5 hours on return) and customer service gives me the standard 10,000 bonus miles? I️ paid $10k for my round trip ticket and get same level of service as #basiceconomy","@525975 Hi Mark, we do apologize for the delays. It is never our goal to let you down. *AMS","Hi Mark, we do apologize for the delays. It is never our goal to let you down. *AMS",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
875335,keyword_bucket:FLIGHT_DISRUPTION,@delta now you pull the 1st officer DL1810 out of Atlanta to DFW. 1+ hour delay continues#Joke,now you pull the 1st officer DL1810 out of Atlanta to DFW. 1+ hour delay continues#Joke,@212483 I sincerely apologize. Please let us know if there is any way we could assist via Twitter. *AFC,I sincerely apologize. Please let us know if there is any way we could assist via Twitter. *AFC,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1103858,keyword_bucket:FLIGHT_DISRUPTION,"@Delta sitting through a long delay for OGG  to LAX. Staff is wonderful, pilot is very informative. They're all beyond patient. #impressed","sitting through a long delay for OGG to LAX. Staff is wonderful, pilot is very informative. They're all beyond patient. #impressed","@380488 I'm so happy to hear they are taking good of you, Warner. Thanks for choosing us for your travels. :-) *AAB","I'm so happy to hear they are taking good of you, Warner. Thanks for choosing us for your travels. :-) *AAB",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
1709473,keyword_bucket:FLIGHT_DISRUPTION,Another week another missed connection from @delta.   That’s three in two months. Stuck here 6 hours. The lack of apathy is the issue,Another week another missed connection from . That’s three in two months. Stuck here 6 hours. The lack of apathy is the issue,"@212713 Joey, I am so sorry you are delayed. Please DM your conf # if you need rebooking help. Thanks. *TLT https://t.co/6iDGBJAc2m","Joey, I am so sorry you are delayed. Please DM your conf # if you need rebooking help. Thanks. *TLT",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
640133,keyword_bucket:FLIGHT_DISRUPTION,Huge thank you to @delta for understanding + taking care of my cancelled trip. It's tough enough with a sick pup and missing #Thanksgiving with my immediate family. Your CX is fantastic! Special shout out to AJL on your team for prompt + empathetic attention. Happy Thanksgiving!,Huge thank you to for understanding + taking care of my cancelled trip. It's tough enough with a sick pup and missing #Thanksgiving with my immediate family. Your CX is fantastic! Special shout out to AJL on your team for prompt + empathetic attention. Happy Thanksgiving!,"@271854 You're most welcome, LeeAnn! I will be certain to share your awesome kudos with *AJL! :-) *AAB","You're most welcome, LeeAnn! I will be certain to share your awesome kudos with *AJL! :-) *AAB",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2653474,keyword_bucket:BOOKING_CHANGE,That feel when you had a shit time on your last @Delta flight so you're worried about your next one which only has 40 minutes between connections and their big advice is to pay to upgrade your seat to make sure you can get off faster.,That feel when you had a shit time on your last flight so you're worried about your next one which only has 40 minutes between connections and their big advice is to pay to upgrade your seat to make sure you can get off faster.,@241531 Good morning! Please let us know how we can help. *ABN,Good morning! Please let us know how we can help. *ABN,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
435226,keyword_bucket:SERVICE_COMPLAINT,@Delta Learn how to operate your flights on time. I just want to get home and not sit in a damn airport.,Learn how to operate your flights on time. I just want to get home and not sit in a damn airport.,@218383 I'm sorry to hear about your delayed flight. If you need assistance please DM your details and we'll be happy to help. *CBK,I'm sorry to hear about your delayed flight. If you need assistance please DM your details and we'll be happy to help. *CBK,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
2556176,keyword_bucket:SERVICE_COMPLAINT,@DELTA flight delays and no info. Delta sucks.,flight delays and no info. Delta sucks.,@725762 Hi Bill! I do apologize for any delays. Please provide me with your flight number.  *AJR,Hi Bill! I do apologize for any delays. Please provide me with your flight number. *AJR,FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
408513,keyword_bucket:SERVICE_COMPLAINT,"@delta flight delays I understand having no access to the system at the help desk because its ""beyond"" the scheduled time is unbelievable","flight delays I understand having no access to the system at the help desk because its ""beyond"" the scheduled time is unbelievable","@212386 So sorry to cause such disappointment, Jen. Please advise if there is anything we can do on our end.  *AST","So sorry to cause such disappointment, Jen. Please advise if there is anything we can do on our end. *AST",FLIGHT_DISRUPTION,FALSE,FALSE,none_auto_handle,"should state a concrete reason/status, not a generic apology",
274479,risk_signal,@Delta hi! My son and his younger brother are going on a trip. My older son is 16 and the younger son is 14. Is that ok for the ticket?,hi! My son and his younger brother are going on a trip. My older son is 16 and the younger son is 14. Is that ok for the ticket?,@164436 ...detailed info.  https://t.co/6bFD4WFmCr *HVI 3/3,...detailed info. *HVI 3/3,POLICY_QUESTION,FALSE,TRUE,hard_risk_keyword,"must give a direct answer, not deflect to ""it depends""",
2963490,risk_signal,@Delta How late does the JFK Jitney T2-T4 shuttle run and is it wheelchair accessible?,How late does the JFK Jitney T2-T4 shuttle run and is it wheelchair accessible?,@723226 The shuttles run every 5 minutes. You might have to wait 7 minutes at the most. The shuttles are wheelchair accessible.  *HYC,The shuttles run every 5 minutes. You might have to wait 7 minutes at the most. The shuttles are wheelchair accessible. *HYC,POLICY_QUESTION,FALSE,FALSE,none_auto_handle,"must give a direct answer, not deflect to ""it depends""",
